timestamp,temperature,humidity,gas_voltage
2026-01-01 00:41:45,18.2,70,0.5479
2026-01-01 00:42:04,18.2,70,0.548
2026-01-01 00:42:25,18.2,70,0.5449
2026-01-01 00:52:34,20.0,50.0,0.5364
2026-01-01 00:52:54,20.0,50.0,0.5331
2026-01-01 00:53:15,20.0,50.0,0.535
2026-01-01 00:53:35,20.0,50.0,0.5326
2026-01-01 00:53:56,20.0,50.0,0.5353
2026-01-01 00:54:16,20.0,50.0,0.536
2026-01-01 00:54:36,20.0,50.0,3.7041
2026-01-01 00:54:57,20.0,50.0,1.55
2026-01-01 00:55:17,20.0,50.0,1.2101
2026-01-01 00:55:38,20.0,50.0,1.0568
2026-01-01 00:55:58,20.0,50.0,0.9667
2026-01-01 00:56:18,20.0,50.0,0.8829
2026-01-01 00:56:39,20.0,50.0,0.8306
2026-01-01 00:56:59,20.0,50.0,0.8067
2026-01-01 00:57:19,20.0,50.0,0.7941
2026-01-01 00:57:40,20.0,50.0,0.7638
2026-01-01 00:58:00,20.0,50.0,0.7502
2026-01-01 00:58:21,20.0,50.0,0.7421
2026-01-01 00:58:41,20.0,50.0,0.7356
2026-01-01 00:59:01,20.0,50.0,0.7425
2026-01-01 00:59:22,20.0,50.0,0.7331
2026-01-01 00:59:42,20.0,50.0,0.7285
2026-01-01 01:00:02,20.0,50.0,0.7275
2026-01-01 01:00:23,20.0,50.0,0.7236
2026-01-01 01:00:43,20.0,50.0,0.7211
2026-01-01 01:01:04,20.0,50.0,0.7129
2026-01-01 01:01:24,20.0,50.0,0.7129
2026-01-01 01:01:44,20.0,50.0,0.7076
2026-01-01 01:02:05,20.0,50.0,0.7039
2026-01-01 01:02:25,20.0,50.0,0.7004
2026-01-01 01:02:46,20.0,50.0,0.6975
2026-01-01 01:03:06,20.0,50.0,0.6919
2026-01-01 01:03:26,20.0,50.0,0.6914
2026-01-01 01:03:47,20.0,50.0,0.692
2026-01-01 01:04:07,20.0,50.0,0.6886
2026-01-01 01:04:27,20.0,50.0,0.6857
2026-01-01 01:04:48,20.0,50.0,0.6853
2026-01-01 01:05:08,20.0,50.0,0.6854
2026-01-01 01:05:29,20.0,50.0,0.6835
2026-01-01 02:26:07,18.2,69,0.4724
2026-01-01 02:26:27,18.2,69,0.4713
2026-01-01 02:26:47,18.2,69,0.4705
2026-01-01 02:28:09,18.2,69,0.4701
2026-01-01 02:28:29,18.2,69,2.4093
2026-01-01 02:28:50,18.2,69,1.4874
2026-01-01 02:29:10,18.2,69,1.1466
2026-01-01 02:29:30,18.2,69,0.9724
2026-01-01 02:29:51,18.2,69,0.8381
2026-01-01 02:30:11,18.2,69,0.7358
2026-01-01 02:30:32,18.2,69,0.648
2026-01-01 02:30:52,18.2,69,0.6058
2026-01-01 02:31:12,18.2,69,0.6008
2026-01-01 02:31:33,18.2,69,0.5783
2026-01-01 02:31:53,18.2,69,0.5566
2026-01-01 02:32:14,18.2,69,0.5449
2026-01-01 02:32:34,18.2,69,0.5299
2026-01-01 02:32:54,18.2,69,0.522
2026-01-01 02:33:15,18.2,69,0.5165
2026-01-01 02:33:35,18.2,69,0.5089
2026-01-01 02:33:55,18.2,69,0.5075
2026-01-01 02:34:16,18.2,69,0.5021
2026-01-01 02:34:36,18.2,69,0.5029
2026-01-01 02:34:57,18.2,69,0.497
2026-01-01 02:35:17,18.2,69,0.4935
2026-01-01 02:35:37,18.2,69,0.4923
2026-01-01 02:35:58,18.2,69,0.4884
2026-01-01 02:36:18,18.2,69,0.4916
2026-01-01 02:36:38,18.2,69,0.4855
2026-01-01 02:36:59,18.2,69,0.4823
2026-01-01 02:37:19,18.2,69,0.4823
2026-01-01 02:37:40,18.2,69,0.479
2026-01-01 02:38:00,18.2,69,0.4789
2026-01-01 02:38:20,18.2,69,0.477
2026-01-01 02:38:41,18.2,69,0.4739
2026-01-01 02:39:01,18.2,69,0.474
2026-01-01 02:39:22,18.2,69,0.4709
2026-01-01 02:39:42,18.2,69,0.4714
2026-01-01 02:40:02,18.2,69,0.4701
2026-01-01 02:40:23,19.0,65,0.4686
2026-01-01 02:40:43,19.0,65,0.4677
2026-01-01 02:41:03,19.0,65,0.4656
2026-01-01 02:41:24,19.0,65,0.4657
2026-01-01 02:41:44,19.0,65,0.4647
2026-01-01 02:42:05,19.0,65,0.4629
2026-01-01 02:42:25,19.0,65,0.4622
2026-01-01 02:42:45,19.0,65,0.4619
2026-01-01 02:43:06,19.0,65,0.46
2026-01-01 02:43:26,19.0,65,0.4599
2026-01-01 02:43:46,19.0,65,0.4586
2026-01-01 02:44:07,19.0,65,0.4584
2026-01-01 02:44:27,19.0,65,0.4575
2026-01-01 02:44:48,19.0,65,0.4571
2026-01-01 02:45:08,19.0,65,0.4554
2026-01-01 02:45:28,19.0,65,0.455
2026-01-01 02:45:49,19.0,65,0.4551
2026-01-01 02:46:09,19.0,65,0.4525
2026-01-01 02:46:30,19.0,65,0.4531
2026-01-01 02:46:50,19.0,65,0.4514
2026-01-01 02:47:10,19.0,65,0.452
2026-01-01 02:47:31,19.0,65,0.4504
2026-01-01 02:47:51,19.0,65,0.4489
2026-01-01 02:48:11,19.0,65,0.4522
2026-01-01 02:48:32,19.0,65,0.448
